Start,Connection,Database,Query,Time (secs),Columns,Records
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'DriverID'  AND i.index_id > 0  ORDER BY c.name;",0.043,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'EstMiles'  AND i.index_id > 0  ORDER BY c.name;",0.046,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'EstWeight'  AND i.index_id > 0  ORDER BY c.name;",0.048,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'PickupDate'  AND i.index_id > 0  ORDER BY c.name;",0.044,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'ShipmentID'  AND i.index_id > 0  ORDER BY c.name;",0.045,2,2
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'TruckVIN'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'WarehouseID'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,0
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'State', DEFAULT, DEFAULT )",0.042,2,0
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  COL_NAME( sys_idx_col.object_id, sys_idx_col.column_id ) AS ColumnName  FROM    sys.indexes AS sys_i  INNER JOIN sys.index_columns AS sys_idx_col    ON  sys_i.object_id = sys_idx_col.object_id    AND sys_i.index_id  = sys_idx_col.index_id  WHERE  sys_idx_col.OBJECT_ID = '645577338' AND sys_i.is_primary_key = 1",0.041,1,1
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Column',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_identity,        sys_type.name AS 'TypeName',        sys_type.is_user_defined AS 'IsUDT',        SCHEMA_NAME ( sys_type.schema_id ) AS 'TypeSchema',        object_definition( sys_col.default_object_id ) AS 'Default',        sys_def.name AS 'Default_Name'  FROM sys.columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.user_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 0  AND sys_sch.name = N'dbo'  AND sys_t.name = N'State' AND sys_col.is_computed = 0",0.057,13,3
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'State'",0.045,1,1
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'State'",0.042,1,1
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.foreign_keys AS sys_fk  INNER JOIN sys.tables AS sys_t 	ON sys_fk.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_sch.name = N'dbo'AND ( OBJECT_NAME( sys_fk.parent_object_id ) = N'State' OR OBJECT_NAME ( sys_fk.referenced_object_id ) = N'State' )",0.043,1,1
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*)  FROM sys.columns sys_col  JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id  JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id  JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  JOIN sys.types sys_type ON sys_col.system_type_id = sys_type.user_type_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 1  AND sys_sch.name = N'dbo'  AND sys_t.name = N'State'",0.042,1,1
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'State'",0.046,1,1
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  WHERE sys_idx.is_unique_constraint = 1  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'State'",0.042,1,1
14:14:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[State] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'State' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.043,2,1
14:14:55,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Refuel', DEFAULT, DEFAULT )",0.046,2,0
14:14:55,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Refuel'",0.071,1,1
14:14:55,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Refuel'",0.069,1,1
14:14:55,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.foreign_keys AS sys_fk  INNER JOIN sys.tables AS sys_t 	ON sys_fk.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_sch.name = N'dbo'AND ( OBJECT_NAME( sys_fk.parent_object_id ) = N'Refuel' OR OBJECT_NAME ( sys_fk.referenced_object_id ) = N'Refuel' )",0.074,1,1
14:14:55,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Refuel'",0.075,1,1
14:14:55,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[Refuel] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'Refuel' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.048,2,1
14:15:01,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Refuel', 'Constraint', N'lnk_Driver_Refuel' )",0.049,2,0
14:15:05,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Column',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_identity,        sys_type.name AS 'TypeName',        sys_type.is_user_defined AS 'IsUDT',        SCHEMA_NAME ( sys_type.schema_id ) AS 'TypeSchema',        object_definition( sys_col.default_object_id ) AS 'Default',        sys_def.name AS 'Default_Name'  FROM sys.columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.user_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 0  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Driver' AND sys_col.is_computed = 0",0.061,13,13
14:15:05,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Method',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_persisted,        sys_col.definition,        sys_type.name AS 'UserType',        sys_def.name AS 'Default_Name'  FROM sys.computed_columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.system_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Driver'",0.068,11,0
14:15:05,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  COL_NAME( sys_idx_col.object_id, sys_idx_col.column_id ) AS ColumnName  FROM    sys.indexes AS sys_i  INNER JOIN sys.index_columns AS sys_idx_col    ON  sys_i.object_id = sys_idx_col.object_id    AND sys_i.index_id  = sys_idx_col.index_id  WHERE  sys_idx_col.OBJECT_ID = '885578193' AND sys_i.is_primary_key = 1",0.048,1,1
14:15:22,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Transaction', 'Constraint', N'lnk_Shipment_Transaction' )",0.050,2,0
14:15:25,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Column',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_identity,        sys_type.name AS 'TypeName',        sys_type.is_user_defined AS 'IsUDT',        SCHEMA_NAME ( sys_type.schema_id ) AS 'TypeSchema',        object_definition( sys_col.default_object_id ) AS 'Default',        sys_def.name AS 'Default_Name'  FROM sys.columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.user_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 0  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Transaction' AND sys_col.is_computed = 0",0.054,13,6
14:15:25,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Method',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_persisted,        sys_col.definition,        sys_type.name AS 'UserType',        sys_def.name AS 'Default_Name'  FROM sys.computed_columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.system_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Transaction'",0.048,11,0
14:15:25,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  COL_NAME( sys_idx_col.object_id, sys_idx_col.column_id ) AS ColumnName  FROM    sys.indexes AS sys_i  INNER JOIN sys.index_columns AS sys_idx_col    ON  sys_i.object_id = sys_idx_col.object_id    AND sys_i.index_id  = sys_idx_col.index_id  WHERE  sys_idx_col.OBJECT_ID = '853578079' AND sys_i.is_primary_key = 1",0.043,1,1
14:16:23,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.State') AND c.name = N'StateAbbrev'  AND i.index_id > 0  ORDER BY c.name;",0.052,2,0
14:16:23,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.State') AND c.name = N'StateID'  AND i.index_id > 0  ORDER BY c.name;",0.050,2,1
14:16:23,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.State') AND c.name = N'StateName'  AND i.index_id > 0  ORDER BY c.name;",0.045,2,0
14:16:35,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Transaction', DEFAULT, DEFAULT )",0.054,2,0
14:16:35,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Transaction'",0.074,1,1
14:16:35,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Transaction'",0.073,1,1
14:16:35,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.foreign_keys AS sys_fk  INNER JOIN sys.tables AS sys_t 	ON sys_fk.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_sch.name = N'dbo'AND ( OBJECT_NAME( sys_fk.parent_object_id ) = N'Transaction' OR OBJECT_NAME ( sys_fk.referenced_object_id ) = N'Transaction' )",0.076,1,1
14:16:36,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Transaction'",0.072,1,1
14:16:36,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[Transaction] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'Transaction' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.044,2,1
14:17:14,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Transaction') AND c.name = N'BaseFee'  AND i.index_id > 0  ORDER BY c.name;",0.044,2,0
